candidate_id,skill,system_extracted,system_skill_value,evidence_count,cv_text,human_skill_present,reviewer_notes
Candidate_004,Writing,1,1.0,3,"*****************
Front-end Developer
Mobile phone:       **********
Linkedln:	         ********************************************************
Github:                    **************************
Professional skills:
•	Languages: Python 2.7 and 3.6, Javascript(ES4, ES5, ES6), HTML5, DHTML, XHTML, CSS3, SCSS, LESS, Php Fundamentals
•	Frameworks: Django, Flask, JQuery, Foundation, Express.js
•	Libraries: Redux, React, Redux Form, Redux Saga, Bootstrap, Material-UI, BeautifulSoup, Underscore, SQAlchemy, Lodash
•	Server Technologies: Node.js Fundamentals, Apache Fundamentals, MAMP, WAMP
•	DB: MySQL, SQLite, PostgreSQL
•	OS: Mac, Linux, Windows
•	Other: Git, virtualenv, npm, Gulp, ESLint, Babel, CyPress, Zeplin, Kanban, Asana, Jira, Flux, UI/UX
Work experience:
Front-End Developer - 2019
Trucknet - Rishon LeZion, Israel
•	Developing responsive web applications using Javascript, React and Redux
•	Responsible for implementation of new mainframe development project
•	Writing new components using Material-UI and Redux Form
•	Analyzed UI/UX design for responsive layout for improved usability
•	Worked with team of developers to resolve front-end and CSS issues
Education:
•	NAU(National Aviation University). Computer science, [PHONE_REMOVED]
•	WSEI(High School of Economics and Innovations). Programming [PHONE_REMOVED]
•	IITC/InterBit, MASA TLALIM [PHONE_REMOVED]
Recommendations:
Trucknet - Eilat, Israel
Alexander Gusev**********
Languages knowledge:
•	Native Russian,  native Ukrainian,
•	Upper Intermediate English B2, Intermediate Polish B1
Volunteering:
•	Volunteering in organization “Maidan’s Hospital”. Helping people, who took part in Maidan Revolution and soldiers in ATO Zone
•	Helping old people in christian nursing home
•	Volunteering on festival of Ukrainian culture in Poland
•	Volunteering on Congress of Eastern European Initiatives
•	Volunteering on festival of Japanese culture “Nejiro”",,
Candidate_005,Active Learning,1,1.0,5,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
Candidate_005,Active Listening,0,0.0,0,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
Candidate_005,Critical Thinking,1,1.0,6,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
Candidate_005,Learning Strategies,1,1.0,2,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
Candidate_005,Mathematics,1,1.0,1,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
Candidate_005,Monitoring,0,0.0,0,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
Candidate_005,Reading Comprehension,1,1.0,4,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
Candidate_005,Science,0,0.0,0,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
Candidate_005,Speaking,0,0.0,0,"Rehovot, Israel  
About me
Senior solution architect with wide experience of creating and maintaining IT systems. Deep knowledge of
C#, JavaScript, SQL, PHP and many other technologies; 10+ experience in Microsoft technologies. I've
implemented a large number of projects on SharePoint (2007, 2010 and 2019) platforms. Developed
applications both for SharePoint and standalone, integrated them with external databases and web-
services.
Over fifteen years experience in programming and a Master degree in engineering makes me capable of
executing complicated and challenging projects.
My family and I did Alia last year and Im looking for a company to continue my career in Israel.
Technical Skills Set
 Development of environments: Asp.Net, C#, Java Script and frameworks (React, jQuery, NodeJS),
XHTML, CSS, XML, DOM, PHP, PowerShell, Windows cmd-scripts, UNIX shell scripts.
 Development applications for SharePoint  web-parts, timer jobs, web-services; MVC
applications .Net and net.Core
 Deep experience with Databases Microsoft SQL Server 2008, 2012, MySQL  writing complex SQL
queries, creating stored procedures, views, optimization of SQL queries.
Experience
2008  2022 GPB, financial company
. Senior Software Engineer
I successfully completed the Portal migration from SharePoint 2010 to SharePoint 2019 - 25k+ active
users, ~1Tb content databases, about 50 various applications and customizations. I made a substantial
analysis of the existing system, its infrastructure, applications and integration with external systems. I
created a migration plan and then managed the process, also I developed and implemented several
applications for direct data migration from SharePoint 2010 to 2019.
Automated the development process based on SharePoint 2019 and Net.Core applications with
TeamCity, Bitbucket. Successfully leaded the team of 13 employees. Managed full stack development
from receiving a task to a complete solution.
2010 - 2015. Full-stack SharePoint Software developer.
Full life cycle support of the Portal system based on Microsoft SharePoint. Collaborated with contractors
to offer and then develop and implement different solutions. Integrate various features and technical
specifications of applications, continuous functionality of the Portal system, developed SharePoint
solutions for internal needs.
Developed an Employee information application (Asp.net, C#, MSSQL, SharePoint) with custom database,
integrated with employee accounting system and Active Directory. Aggregation data from several
databases, synchronous and asynchronous exchanges between different data sources. Created a number
of applications that use SharePoint objects as datasource, custom web-parts for SharePoint.
2008  2010. Junior software developer.
Development of simple applications and functions for internal needs of the company - polls, photogallery,
making promo-pages. Simple SQL requests and usage in web-applications.
2007  2008. Traverse avia service, air flights organization, Head engineer
Created and supported company web-sites on PHP and MySQL using self-made CMS.
2006  2007. Protek, pharmaceutical company, IT-specialist
Developed a multivariable search system of drugs in pharmacies in Moscow using PHP and MySQL, a
website search system with multivariable filters.
. RBC, Media company, Web-master
Member of a team of developers.
Education:
1998  .
Most recent courses:
SharePoint 2016: Administration (Microsoft); IIS 7.5 Administration and troubleshooting (Microsoft);
Visual Studio 2012 ALM Testing Tools (Microsoft)
Hobbies:
Sports  fitness, snowboard, photo, arduino.
Languages: Russian (native), English (Upper Intermediate)",,
