candidate_id,selected_occupation,skill,importance,level,candidate_evidence,skill_gap_priority,demand_percentage,prescriptive_priority_score,prescriptive_priority_percentage,skill_priority_rank,cip_program_count,cip_pathway_available,cip_status,education_action,priority_level,demand_level,prescriptive_action,recommended_occupation,hybrid_recommendation_score,recommendation_explanation
Candidate_011,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,67.68692820373954,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_011,Office Manager,Mathematics,2.75,2.75,0.0,0.55,52.86,0.541,54.14,3,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Mathematics as a medium-priority skill gap (54.14%). Review mapped CIP education pathways for this occupation.,Office Manager,67.68692820373954,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_012,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,68.08452630634466,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_012,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,2,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,68.08452630634466,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_012,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,68.08452630634466,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_013,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,53.35095899087461,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_013,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,2,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,53.35095899087461,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_013,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,53.35095899087461,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_014,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_014,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,2,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_014,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_016,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,79.95615078481131,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_016,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,79.95615078481131,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_017,Administrative Assistant,Monitoring,3.12,3.25,0.0,0.637,43.85,0.558,55.76,1,2,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (55.76%). Review mapped CIP education pathways for this occupation.,Administrative Assistant,87.71196984480117,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_017,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,87.71196984480117,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_019,Office Manager,Speaking,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_019,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_019,Office Manager,Science,1.0,0.0,0.0,0.1,52.86,0.271,27.14,3,13,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_020,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_020,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_020,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_021,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_021,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_021,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_022,Office Manager,Science,1.0,0.0,0.0,0.1,52.86,0.271,27.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Office Manager,98.56115107913668,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_023,Office Manager,Monitoring,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_023,Office Manager,Speaking,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_023,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_024,Office Manager,Speaking,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_024,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_024,Office Manager,Science,1.0,0.0,0.0,0.1,52.86,0.271,27.14,3,13,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_025,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_025,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_025,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_026,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,68.08452630634466,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_026,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,2,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,68.08452630634466,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_026,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,68.08452630634466,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_027,Office Manager,Monitoring,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_027,Office Manager,Speaking,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_027,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_028,Office Manager,Monitoring,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_028,Office Manager,Speaking,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_028,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_030,Office Manager,Monitoring,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_030,Office Manager,Speaking,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_030,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,55.624219743010926,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_031,Administrative Assistant,Monitoring,3.12,3.25,0.0,0.637,43.85,0.558,55.76,1,2,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (55.76%). Review mapped CIP education pathways for this occupation.,Administrative Assistant,87.71196984480117,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_031,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,87.71196984480117,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_033,Administrative Assistant,Mathematics,2.0,1.62,0.0,0.362,43.85,0.393,39.26,1,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Mathematics as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_033,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_034,Office Manager,Science,1.0,0.0,0.0,0.1,52.86,0.271,27.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Office Manager,98.56115107913668,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_035,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,1,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,90.46304797615562,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_036,Administrative Assistant,Mathematics,2.0,1.62,0.0,0.362,43.85,0.393,39.26,1,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Mathematics as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_036,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_037,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,78.59142349768898,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_037,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,78.59142349768898,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_038,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
